fold,epoch,step,val_auroc,val_pr_auc,val_loss
1,44,4319,0.6472507119178772,0.5247650146484375,2.252239942550659
1,45,4415,0.6169617772102356,0.4667364656925201,2.426564693450928
1,46,4511,0.6244175434112549,0.4786159694194793,2.3126227855682373
1,47,4607,0.65913325548172,0.5272864699363708,2.5715484619140625
1,48,4703,0.658667266368866,0.5338672399520874,2.533257484436035
1,49,4799,0.6481826901435852,0.5259374976158142,2.785971164703369
1,50,4895,0.6253494620323181,0.4745297431945801,2.5003178119659424
1,51,4991,0.6507455706596375,0.490934669971466,2.6077914237976074
1,52,5087,0.6554054021835327,0.5055335760116577,2.6314070224761963
1,53,5183,0.6465517282485962,0.502478837966919,2.654693841934204
1,54,5279,0.6146318912506104,0.4753507077693939,2.7412033081054688
1,55,5375,0.6367660760879517,0.4946921467781067,2.838832139968872
1,56,5471,0.6255824565887451,0.4794070720672607,2.736035823822021
1,57,5567,0.6232525706291199,0.470660537481308,3.0838279724121094
1,58,5663,0.6423578858375549,0.4846056401729584,3.0701165199279785
1,59,5759,0.6414259076118469,0.5060248970985413,2.799098253250122
1,60,5855,0.6383970379829407,0.4793746769428253,3.060311317443848
1,61,5951,0.6074091196060181,0.4765403270721435,3.611381530761719
1,62,6047,0.6463187336921692,0.5291731357574463,3.5889923572540283
1,63,6143,0.6260484457015991,0.4714647531509399,3.404618501663208
1,64,6239,0.6439887881278992,0.4891382157802582,2.920859336853028
1,65,6335,0.6397949457168579,0.5117844939231873,3.60231614112854
1,66,6431,0.6116029620170593,0.463039368391037,3.4502999782562256
1,67,6527,0.6395619511604309,0.5094639658927917,4.173797130584717
1,68,6623,0.6540074348449707,0.4906546175479889,3.365406274795532
1,69,6719,0.6332712173461914,0.4772637784481048,3.835283517837525
1,70,6815,0.6220875978469849,0.4759793281555176,3.8470919132232666
1,71,6911,0.6097390651702881,0.4557529091835022,3.5946781635284424
1,72,7007,0.6360670924186707,0.4772644340991974,3.93991756439209
1,73,7103,0.6262814402580261,0.4729997217655182,3.922203540802002
1,74,7199,0.590400755405426,0.4395501315593719,3.751267194747925
1,75,7295,0.6192917227745056,0.4605874121189117,3.758551359176636
1,76,7391,0.6339702010154724,0.4698429703712463,4.069584369659424
1,77,7487,0.6293103694915771,0.4821392297744751,4.303972244262695
1,78,7583,0.6202237010002136,0.4644743204116821,3.822517156600952
1,79,7679,0.6267474293708801,0.4816998541355133,4.367539405822754
1,80,7775,0.6442217826843262,0.4995750486850738,4.058715343475342
1,81,7871,0.6383970379829407,0.4973873496055603,4.079793930053711
1,82,7967,0.6255824565887451,0.4718464612960815,3.70839262008667
1,83,8063,0.6064771413803101,0.4484120011329651,3.6375420093536377
1,84,8159,0.6479496955871582,0.4943674206733703,3.628387212753296
1,85,8255,0.6318732500076294,0.4749229848384857,3.9142966270446777
1,86,8351,0.6540074348449707,0.5045419335365295,4.168251037597656
1,87,8447,0.6491146087646484,0.5107249021530151,3.5890817642211914
1,88,8543,0.6418918967247009,0.5000239610671997,3.7253081798553462
1,89,8639,0.6423578858375549,0.4979367852210998,3.943263053894043
1,90,8735,0.6176607608795166,0.4608862400054931,4.550380706787109
1,91,8831,0.6672880053520203,0.5233059525489807,3.809340000152588
1,92,8927,0.660531222820282,0.506086528301239,3.574885845184326
1,93,9023,0.6265144348144531,0.4611616432666778,4.252235412597656
1,94,9119,0.6432898640632629,0.4775940477848053,3.890538930892944
1,95,9215,0.6425908803939819,0.4844534397125244,4.26945686340332
1,96,9311,0.6535414457321167,0.5058423280715942,4.471296310424805
1,97,9407,0.6360670924186707,0.4890476763248443,3.91849684715271
1,98,9503,0.6451537609100342,0.484942764043808,3.786501169204712
1,99,9599,0.6670550107955933,0.5234338045120239,3.997752904891968
1,100,9695,0.6677539348602295,0.5095030069351196,4.184978485107422
1,101,9791,0.6393289566040039,0.4744142293930053,4.113712787628174
1,102,9887,0.6442217826843262,0.5056061148643494,4.411478042602539
1,103,9983,0.6274464130401611,0.4764921963214874,4.712201118469238
1,104,10079,0.5990214347839355,0.437158465385437,4.546863555908203
1,105,10175,0.5924976468086243,0.4331292510032654,4.525015354156494
1,106,10271,0.6283783912658691,0.5023016333580017,4.32648515701294
1,107,10367,0.6274464130401611,0.4858125448226928,4.396766662597656
1,108,10463,0.6297762989997864,0.4739742875099182,3.96781063079834
1,109,10559,0.5771202445030212,0.4352999925613403,5.4580078125
1,110,10655,0.6383970379829407,0.4823493957519531,4.457013130187988
1,111,10751,0.6703168749809265,0.5155222415924072,4.071970939636231
1,112,10847,0.6197577118873596,0.4583286941051483,4.284343719482422
1,113,10943,0.6395619511604309,0.474518209695816,4.484338283538818
1,114,11039,0.6239515542984009,0.474885493516922,4.996044635772705
1,115,11135,0.6104380488395691,0.4525919556617737,4.876407623291016
1,116,11231,0.6239515542984009,0.4699210524559021,5.24238395690918
1,117,11327,0.6220875978469849,0.4546472430229187,4.61151647567749
1,118,11423,0.6244175434112549,0.4569834768772125,4.846936225891113
1,119,11519,0.6262814402580261,0.4685709476470947,4.769932270050049
1,120,11615,0.6234855651855469,0.4848150014877319,5.041049480438232
1,121,11711,0.6032152771949768,0.4327632188796997,4.632455825805664
1,122,11807,0.589934766292572,0.4265658259391784,4.395817279815674
1,123,11903,0.5829449892044067,0.4182060956954956,5.043246746063232
1,124,11999,0.6288443803787231,0.4625104069709778,4.582284927368164
1,125,12095,0.6260484457015991,0.4703126549720764,5.033732891082764
1,126,12191,0.6195247173309326,0.4480458199977875,4.617886066436768
1,127,12287,0.6311742663383484,0.4724599719047546,4.68321704864502
1,128,12383,0.6279124021530151,0.4757683575153351,5.3457350730896
1,129,12479,0.6029822826385498,0.4336481392383575,4.598942279815674
1,130,12575,0.6204566359519958,0.4470114111900329,4.3932695388793945
1,131,12671,0.6332712173461914,0.4705807268619537,4.394452095031738
1,132,12767,0.6143988966941833,0.4425306618213653,4.737829685211182
1,133,12863,0.6332712173461914,0.4721762239933014,4.479072093963623
1,134,12959,0.5806151032447815,0.4340333342552185,4.833786487579346
1,135,13055,0.6381640434265137,0.4834833145141601,5.003985404968262
1,136,13151,0.6209226250648499,0.4713644385337829,5.352910041809082
1,137,13247,0.6470177173614502,0.4982641041278839,5.115725994110107
1,138,13343,0.6293103694915771,0.4698918163776397,4.812113761901856
1,139,13439,0.6731127500534058,0.515686571598053,4.412539958953857
1,140,13535,0.6267474293708801,0.4738310575485229,5.096752643585205
1,141,13631,0.6160297989845276,0.4547620415687561,4.877114772796631
1,142,13727,0.6062441468238831,0.4661656022071838,5.6147780418396
1,143,13823,0.6339702010154724,0.4746004939079284,4.476723670959473
1,144,13919,0.6167287826538086,0.4679957330226898,4.924900531768799
1,145,14015,0.6402609348297119,0.4786087572574615,4.38971757888794
1,146,14111,0.6407269239425659,0.4917647242546081,5.313229084014893
1,147,14207,0.6409599184989929,0.4792738854885101,5.54752254486084
1,148,14303,0.6528425216674805,0.507750928401947,5.324063301086426
1,149,14399,0.5962255597114563,0.4391393363475799,5.598184585571289
2,0,95,0.5744388699531555,0.4362573325634002,0.829181432723999
2,1,191,0.5918461084365845,0.453472763299942,0.8316945433616638
2,2,287,0.5957397818565369,0.4553018510341644,0.8273839950561523
2,3,383,0.6108565926551819,0.4709451198577881,0.8286115527153015
2,4,479,0.6239120364189148,0.4959133863449096,0.8211495876312256
2,5,575,0.6275767087936401,0.5020140409469604,0.827766478061676
2,6,671,0.6440678238868713,0.5354982018470764,0.8294155597686768
2,7,767,0.6330737471580505,0.5144398212432861,0.8656079173088074
2,8,863,0.6475034356117249,0.5446228384971619,0.8303542733192444
2,9,959,0.6449839472770691,0.5551456809043884,0.8152103424072266
2,10,1055,0.6436097025871277,0.5505738258361816,0.8472809791564941
2,11,1151,0.6422354578971863,0.5497525930404663,0.8583744168281555
2,12,1247,0.644754946231842,0.5556149482727051,0.8281473517417908
2,13,1343,0.6459001302719116,0.5594477653503418,0.831793487071991
2,14,1439,0.651397168636322,0.5610598921775818,0.8274968266487122
2,15,1535,0.6534585356712341,0.5644572377204895,0.8389421105384827
2,16,1631,0.6456710696220398,0.5497584939002991,0.911397397518158
2,17,1727,0.6383417248725891,0.5578914880752563,0.8654270172119141
2,18,1823,0.631928563117981,0.5427952408790588,0.9108930230140686
2,19,1919,0.6358222365379333,0.5618822574615479,0.9053179621696472
2,20,2015,0.6358222365379333,0.5636194944381714,0.9229950308799744
2,21,2111,0.6326156854629517,0.5698418617248535,0.9201052188873292
2,22,2207,0.6264315247535706,0.5391004085540771,1.0370886325836182
2,23,2303,0.6207054257392883,0.5540828108787537,0.9897584319114684
2,24,2399,0.6181859970092773,0.5550223588943481,0.959235906600952
2,25,2495,0.6266605854034424,0.5634454488754272,1.0437326431274414
2,26,2591,0.6165826916694641,0.5507131814956665,1.0889663696289062
2,27,2687,0.6259734034538269,0.5771505832672119,1.0723072290420532
2,28,2783,0.6216216087341309,0.5683450698852539,1.1246814727783203
2,29,2879,0.5861200094223022,0.5319344997406006,1.2126743793487549
2,30,2975,0.6074209809303284,0.5433284044265747,1.2358189821243286
2,31,3071,0.623682975769043,0.5577033758163452,1.3960866928100586
2,32,3167,0.5900137424468994,0.5488750338554382,1.2187201976776123
2,33,3263,0.608566164970398,0.555264413356781,1.2846192121505735
2,34,3359,0.6289510130882263,0.5793336033821106,1.2156662940979004
2,35,3455,0.6197893023490906,0.5668089389801025,1.4702407121658323
2,36,3551,0.6195602416992188,0.5737082362174988,1.4614142179489136
2,37,3647,0.6010077595710754,0.5437805652618408,1.5510482788085938
2,38,3743,0.6154374480247498,0.5492218732833862,1.7293561697006226
2,39,3839,0.6172698140144348,0.5301027297973633,1.9979348182678225
2,40,3935,0.6115437746047974,0.5644632577896118,1.6723480224609375
2,41,4031,0.6108565926551819,0.5289868116378784,1.8854900598526
2,42,4127,0.6241410970687866,0.5515455007553101,2.2187817096710205
2,43,4223,0.6186440587043762,0.5347459316253662,2.0521271228790283
2,44,4319,0.6312413811683655,0.5626254081726074,2.085761785507202
2,45,4415,0.606046736240387,0.5090110898017883,2.320551633834839
2,46,4511,0.6120018362998962,0.5314550995826721,2.2166788578033447
2,47,4607,0.6273477077484131,0.5486671924591064,2.6177210807800293
2,48,4703,0.636280357837677,0.5745635032653809,2.288706064224243
2,49,4799,0.6282638311386108,0.5920710563659668,2.463401556015014
2,50,4895,0.6152084469795227,0.5192166566848755,2.861063241958618
2,51,4991,0.6213926076889038,0.5348459482192993,2.784128904342652
2,52,5087,0.6010077595710754,0.524143636226654,2.9691410064697266
2,53,5183,0.6303252577781677,0.5843899250030518,2.661742210388184
2,54,5279,0.6266605854034424,0.5565248131752014,3.1690845489501958
2,55,5375,0.6065047979354858,0.5111722946166992,3.10699725151062
2,56,5471,0.5776454210281372,0.4608185887336731,3.0264482498168945
2,57,5567,0.6248282194137573,0.5124265551567078,3.426837921142578
2,58,5663,0.5991754531860352,0.4996629357337951,3.128364562988281
2,59,5759,0.618873119354248,0.5283547639846802,3.72890567779541
2,60,5855,0.5890975594520569,0.4661059379577636,3.755928039550781
2,61,5951,0.6042143702507019,0.5414766073226929,3.305366277694702
2,62,6047,0.5890975594520569,0.5205132365226746,3.143181562423706
2,63,6143,0.5943655371665955,0.4827529191970825,3.6317121982574463
2,64,6239,0.5602381825447083,0.4618286788463592,3.50180983543396
2,65,6335,0.5939074754714966,0.5122729539871216,3.4909298419952397
2,66,6431,0.5815391540527344,0.4745546877384186,3.860341310501098
2,67,6527,0.6010077595710754,0.5000904202461243,4.083596229553223
2,68,6623,0.5838295817375183,0.469994455575943,3.876291275024414
2,69,6719,0.5856619477272034,0.4739181995391845,4.071971893310547
2,70,6815,0.5535959601402283,0.4357042610645294,3.716998815536499
2,71,6911,0.5888685584068298,0.478834867477417,4.36426305770874
2,72,7007,0.584516704082489,0.477771908044815,4.158998489379883
2,73,7103,0.601923942565918,0.5227809548377991,4.4750657081604
2,74,7199,0.6062757968902588,0.4982889890670776,4.03801155090332
2,75,7295,0.5955107808113098,0.4816177189350128,3.633312940597534
2,76,7391,0.6106275916099548,0.4981419146060943,4.668884754180908
2,77,7487,0.599404513835907,0.4934118390083313,4.301413059234619
2,78,7583,0.5723774433135986,0.4619626104831695,4.00787878036499
2,79,7679,0.5730645656585693,0.4442668259143829,4.4645280838012695
2,80,7775,0.5858909487724304,0.4605342745780945,4.016315937042236
2,81,7871,0.625515341758728,0.5122161507606506,3.6401312351226807
2,82,7967,0.6039853692054749,0.4925785362720489,4.037724494934082
2,83,8063,0.6016949415206909,0.489722728729248,4.054266929626465
2,84,8159,0.6074209809303284,0.501645028591156,4.202332973480225
2,85,8255,0.5943655371665955,0.4859358370304107,4.226830005645752
2,86,8351,0.5879523754119873,0.4723788797855377,3.802391767501831
2,87,8447,0.5955107808113098,0.4912239611148834,4.161529064178467
2,88,8543,0.592991292476654,0.4934290647506714,4.177330493927002
2,89,8639,0.6165826916694641,0.5122640132904053,4.398508548736572
2,90,8735,0.6067338585853577,0.5005708932876587,4.351568698883057
2,91,8831,0.5936784148216248,0.4679480195045471,4.776284694671631
2,92,8927,0.5920751094818115,0.4916695356369018,4.19772481918335
2,93,9023,0.6042143702507019,0.4928362071514129,4.562321186065674
2,94,9119,0.6142922639846802,0.5215545892715454,4.303826808929443
2,95,9215,0.584287703037262,0.4544858038425445,4.0944037437438965
2,96,9311,0.6108565926551819,0.5062276124954224,4.038300037384033
2,97,9407,0.6225377917289734,0.500466525554657,4.376285076141357
2,98,9503,0.6305542588233948,0.5198941826820374,4.161532402038574
2,99,9599,0.6305542588233948,0.5112373232841492,4.248910427093506
2,100,9695,0.5799358487129211,0.4807590842247009,4.46875524520874
2,101,9791,0.6218506693840027,0.4975848197937011,4.416742324829102
2,102,9887,0.580164909362793,0.4625158011913299,4.405092716217041
2,103,9983,0.5998625755310059,0.4564121067523956,4.280231952667236
2,104,10079,0.6097114086151123,0.4869604408740997,4.493180751800537
2,105,10175,0.5984883308410645,0.4814038276672363,4.385091304779053
2,106,10271,0.580164909362793,0.4647636711597442,4.834745407104492
2,107,10367,0.5927622318267822,0.4786846339702606,4.716015338897705
2,108,10463,0.6049014925956726,0.4808989763259887,4.763296604156494
2,109,10559,0.6062757968902588,0.4821458756923675,4.358202934265137
2,110,10655,0.6078790426254272,0.5078065395355225,4.912143230438232
2,111,10751,0.5858909487724304,0.4746496081352234,4.389060497283936
2,112,10847,0.5726065039634705,0.4675557017326355,5.022711753845215
2,113,10943,0.5643609762191772,0.4513409733772278,4.862760066986084
2,114,11039,0.5833715200424194,0.4699718654155731,5.606014251708984
2,115,11135,0.5643609762191772,0.4542624056339264,4.972458839416504
2,116,11231,0.5923041701316833,0.5054742693901062,4.99122953414917
2,117,11327,0.5966559648513794,0.5122896432876587,5.6743245124816895
2,118,11423,0.5863490700721741,0.4897945523262024,5.274735927581787
2,119,11519,0.5897846817970276,0.4790066182613373,5.252696514129639
2,120,11615,0.5792487263679504,0.4699338376522064,5.069364547729492
2,121,11711,0.6010077595710754,0.4935933351516723,4.653064250946045
2,122,11807,0.5884104371070862,0.4652300775051117,4.865723133087158
2,123,11903,0.5852038264274597,0.4676418900489807,4.904626846313477
2,124,11999,0.618873119354248,0.5279090404510498,4.811094284057617
2,125,12095,0.5998625755310059,0.4821911156177521,4.730647087097168
2,126,12191,0.5950526595115662,0.4772993624210357,4.864994525909424
2,127,12287,0.5854328870773315,0.4600941836833954,5.47341775894165
2,128,12383,0.5945945978164673,0.5085769891738892,4.813116550445557
2,129,12479,0.5907008647918701,0.4752362370491028,4.713221073150635
2,130,12575,0.5991754531860352,0.4998553395271301,5.191998481750488
2,131,12671,0.5966559648513794,0.4876744449138641,5.0447869300842285
2,132,12767,0.6028401255607605,0.5092137455940247,5.120490074157715
2,133,12863,0.6026110649108887,0.491021066904068,5.156381607055664
2,134,12959,0.6010077595710754,0.4975602626800537,5.25463342666626
2,135,13055,0.6071919202804565,0.5054856538772583,4.9207916259765625
2,136,13151,0.6177278757095337,0.518725574016571,4.446633338928223
2,137,13247,0.6337608695030212,0.5329259037971497,4.888308048248291
2,138,13343,0.6129180192947388,0.5078712105751038,4.733822822570801
2,139,13439,0.5925332307815552,0.5039422512054443,5.007516384124756
2,140,13535,0.5923041701316833,0.4990921020507812,4.893531322479248
2,141,13631,0.6039853692054749,0.4994401633739471,4.9357686042785645
2,142,13727,0.5856619477272034,0.4984742701053619,4.687878608703613
2,143,13823,0.5955107808113098,0.5024447441101074,4.686241626739502
2,144,13919,0.5987173318862915,0.4908511936664581,4.694162845611572
2,145,14015,0.5948236584663391,0.4869269132614136,4.813557624816895
2,146,14111,0.6152084469795227,0.4862606525421142,4.945414066314697
2,147,14207,0.6220797300338745,0.5109727382659912,5.217067241668701
2,148,14303,0.5861200094223022,0.4522620141506195,4.765047550201416
2,149,14399,0.6074209809303284,0.4920247197151184,5.728326320648193
3,0,95,0.7420598864555359,0.6192271113395691,0.7982272505760193
3,1,191,0.7701905369758606,0.6802434325218201,0.7957363724708557
3,2,287,0.7742740511894226,0.7051345705986023,0.7507439255714417
3,3,383,0.7670145034790039,0.7142475843429565,0.7518653273582458
3,4,479,0.7822141647338867,0.7327472567558289,0.7363218665122986
3,5,575,0.7794918417930603,0.7514594197273254,0.7386026978492737
3,6,671,0.7717785835266113,0.7332842350006104,0.7303082346916199
3,7,767,0.7799455523490906,0.7502420544624329,0.7147732377052307
3,8,863,0.7751814723014832,0.7478008270263672,0.7205450534820557
3,9,959,0.7708711624145508,0.7501636743545532,0.7244225144386292
3,10,1055,0.7745009064674377,0.7515299916267395,0.727503776550293
3,11,1151,0.7676951289176941,0.7443286180496216,0.724696934223175
3,12,1247,0.7763158082962036,0.7447076439857483,0.7146456837654114
3,13,1343,0.75975501537323,0.7387639284133911,0.7274296879768372
3,14,1439,0.7604355812072754,0.7366834878921509,0.719383180141449
3,15,1535,0.7538565993309021,0.7324019074440002,0.7265831828117371
3,16,1631,0.767241358757019,0.7428689002990723,0.7295200228691101
3,17,1727,0.7470508217811584,0.736719012260437,0.7380433678627014
3,18,1823,0.7352541089057922,0.7078538537025452,0.7395181655883789
3,19,1919,0.7493194341659546,0.7245335578918457,0.7265555262565613
3,20,2015,0.7676951289176941,0.7253707051277161,0.7195298075675964
3,21,2111,0.7420598864555359,0.7182774543762207,0.7283747792243958
3,22,2207,0.752041757106781,0.7321815490722656,0.7469173073768616
3,23,2303,0.745916485786438,0.7288087010383606,0.7422409057617188
3,24,2399,0.7248185276985168,0.7116064429283142,0.7592039704322815
3,25,2495,0.7357078194618225,0.7304996848106384,0.8099305629730225
3,26,2591,0.6857985258102417,0.6775699853897095,0.9010167121887208
3,27,2687,0.7044010758399963,0.7030908465385437,0.8358103632926941
3,28,2783,0.7202813029289246,0.7284970283508301,0.8461286425590515
3,29,2879,0.7159709334373474,0.7339144349098206,0.8553699851036072
3,30,2975,0.6567604541778564,0.6540769338607788,1.016535758972168
3,31,3071,0.7102994322776794,0.7188504338264465,0.9337940216064452
3,32,3167,0.6687840223312378,0.6700794100761414,1.0109853744506836
3,33,3263,0.6966878175735474,0.6964110136032104,0.9968246817588806
3,34,3359,0.6855716705322266,0.6777506470680237,1.0388555526733398
3,35,3455,0.6610707640647888,0.6661213040351868,1.2869514226913452
3,36,3551,0.6751360893249512,0.6853049397468567,1.2137216329574585
3,37,3647,0.6354355812072754,0.6341012716293335,1.3651161193847656
3,38,3743,0.6374773383140564,0.6435154676437378,1.3707548379898071
3,39,3839,0.6476860046386719,0.641696035861969,1.7474979162216189
3,40,3935,0.6694645881652832,0.6446873545646667,1.4376554489135742
3,41,4031,0.6433756947517395,0.6277058124542236,1.5715075731277466
3,42,4127,0.6411070823669434,0.6093146800994873,1.6254678964614868
3,43,4223,0.6558529734611511,0.6506117582321167,1.6109775304794312
3,44,4319,0.6438294053077698,0.6349735856056213,1.9546232223510744
3,45,4415,0.6447368264198303,0.6181342005729675,1.8342634439468384
3,46,4511,0.6660616993904114,0.6368488073348999,2.046478509902954
3,47,4607,0.6635662317276001,0.5912607312202454,1.8853257894515991
3,48,4703,0.6045825481414795,0.6102839708328247,2.2723982334136963
3,49,4799,0.621370255947113,0.5960750579833984,2.4181792736053467
3,50,4895,0.661751389503479,0.6109944581985474,2.1372358798980717
3,51,4991,0.6186479330062866,0.5922048687934875,2.418333053588867
3,52,5087,0.6488203406333923,0.6109338402748108,2.373707771301269
3,53,5183,0.6485934853553772,0.6082428693771362,2.4120233058929443
3,54,5279,0.6388384699821472,0.5962501168251038,2.36577582359314
3,55,5375,0.6599364876747131,0.6229998469352722,2.7794930934906006
3,56,5471,0.6050363183021545,0.5591977834701538,2.640923500061035
3,57,5567,0.6215971112251282,0.5670710206031799,2.9793970584869385
3,58,5663,0.6474591493606567,0.5931944847106934,2.98536229133606
3,59,5759,0.690335750579834,0.613586962223053,2.7304680347442627
3,60,5855,0.6724137663841248,0.579326331615448,2.4004557132720947
3,61,5951,0.6955535411834717,0.6098742485046387,2.339071035385132
3,62,6047,0.6195553541183472,0.5251904129981995,2.700383424758911
3,63,6143,0.6531306505203247,0.587556779384613,2.9737021923065186
3,64,6239,0.6161524653434753,0.5160379409790039,2.9044015407562256
3,65,6335,0.6093466281890869,0.5265030860900879,2.996274948120117
3,66,6431,0.6447368264198303,0.5496381521224976,3.0403335094451904
3,67,6527,0.6034482717514038,0.5386666059494019,3.850656509399414
3,68,6623,0.6470054388046265,0.5644405484199524,2.9100382328033447
3,69,6719,0.6535844206809998,0.6064743995666504,3.779851198196411
3,70,6815,0.609573483467102,0.5384787321090698,3.379786491394043
3,71,6911,0.6544918417930603,0.5661972165107727,3.2792751789093018
3,72,7007,0.6651542782783508,0.585475504398346,2.9847145080566406
3,73,7103,0.6247731447219849,0.5283095836639404,3.108949899673462
3,74,7199,0.6370235681533813,0.5915223956108093,3.157465696334839
3,75,7295,0.6569873094558716,0.6062507033348083,3.1173582077026367
3,76,7391,0.6472322940826416,0.5960544943809509,3.587331771850586
3,77,7487,0.6603901982307434,0.5758938789367676,3.0656068325042725
3,78,7583,0.6431488394737244,0.5803235769271851,3.5320804119110107
3,79,7679,0.6946461200714111,0.6229056715965271,3.0531959533691406
3,80,7775,0.676950991153717,0.6115555167198181,3.238469362258911
3,81,7871,0.6082123517990112,0.540636420249939,3.706876754760742
3,82,7967,0.6413339376449585,0.5400991439819336,3.26904296875
3,83,8063,0.6712794899940491,0.5547277331352234,3.3951547145843506
3,84,8159,0.6417876482009888,0.5598601698875427,3.761528015136719
3,85,8255,0.6495009064674377,0.5591564178466797,3.4202239513397217
3,86,8351,0.6517695188522339,0.5397526025772095,3.3345041275024414
3,87,8447,0.6415607929229736,0.5765175819396973,3.3647806644439697
3,88,8543,0.6445099711418152,0.6128232479095459,3.368459701538086
3,89,8639,0.6322595477104187,0.5396016240119934,3.512319326400757
3,90,8735,0.6488203406333923,0.5332968235015869,3.474373817443848
3,91,8831,0.6002722382545471,0.5357725024223328,3.5961596965789795
3,92,8927,0.6370235681533813,0.5426578521728516,3.5297927856445312
3,93,9023,0.6451905369758606,0.5495712161064148,3.2355918884277344
3,94,9119,0.6429219841957092,0.5504538416862488,3.314180612564087
3,95,9215,0.6315789222717285,0.5246419310569763,3.546864748001098
3,96,9311,0.647912859916687,0.5318785905838013,3.5926449298858643
3,97,9407,0.6497277617454529,0.5338002443313599,3.7190520763397217
3,98,9503,0.6059437394142151,0.4958328902721405,4.165051937103272
3,99,9599,0.6606170535087585,0.543399453163147,3.817514419555664
3,100,9695,0.6488203406333923,0.5331903100013733,3.6646785736083984
3,101,9791,0.6572141647338867,0.5236776471138,3.752024412155152
3,102,9887,0.6681034564971924,0.5436648726463318,3.500511407852173
3,103,9983,0.6658348441123962,0.5469040870666504,3.353144407272339
3,104,10079,0.6733212471008301,0.5744343996047974,3.697615385055542
3,105,10175,0.5998185276985168,0.5094258189201355,3.6634981632232666
3,106,10271,0.6340743899345398,0.5877898931503296,4.542128562927246
3,107,10367,0.6091197729110718,0.4911084771156311,3.703601837158203
3,108,10463,0.6572141647338867,0.6026974320411682,3.563218116760254
3,109,10559,0.6603901982307434,0.613142728805542,3.895904541015625
3,110,10655,0.6619782447814941,0.5674376487731934,3.648581743240357
3,111,10751,0.6814882159233093,0.5895794034004211,4.099973201751709
3,112,10847,0.6581215858459473,0.5704005360603333,3.7521512508392334
3,113,10943,0.6345281600952148,0.5428665280342102,3.9122531414031982
3,114,11039,0.6771778464317322,0.5962017774581909,3.84887957572937
3,115,11135,0.6848911046981812,0.5931380391120911,4.020262241363525
3,116,11231,0.6456443071365356,0.5970050096511841,4.233147621154785
3,117,11327,0.6905626058578491,0.6258114576339722,4.103231906890869
3,118,11423,0.6436025500297546,0.6262325644493103,4.333741188049316
3,119,11519,0.6628856658935547,0.531554639339447,4.063451766967773
